label,message
ham,UP: Fee payment deadline is next Friday. Please pay promptly.
promotional,Save big at Vodacom Pretoria. 50% off ends next Friday.
social,Miss you! Let's link up this weekend near Gautrain. Sipho
social,Miss you! Let's link up this weekend near Gautrain. Lerato
social,"Yo Zinhle, you coming to UJ Library this after work?"
social,Hey! Let's catch up on Heritage Day at your place. Been too long! Zinhle
promotional,This weekend only: BOGO at Pick n Pay stores near Soweto.
social,Miss you! Let's link up during lunch near Nandos. Zinhle
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27765432100 for pricing.
social,"Yo Tasha, you coming to Gautrain this this weekend?"
spam,Exclusive SARS Refund offer for you. Act fast! Call +27831234567 now.
promotional,Save big at Capitec Cape Town. 50% off ends end of month.
promotional,Exclusive offer from MTN: 50% off available now in Sandton!
spam,Don't miss out on Free Bursary. Call +27791234567 to secure funds today.
ham,Don't forget your res meeting at UP on next Friday. All the best!
promotional,Exclusive offer from MTN: back-to-school available now in Pretoria!
spam,Immediate action required: SARS Refund waiting. Text YES to +27765432100.
ham,Don't forget your fee deadline at NWU on tomorrow. All the best!
social,Miss you! Let's link up this Saturday near your place. Sipho
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27791234567 now.
ham,Important: Wits class cancellations on this weekend. Check emails.
social,"Yo Lerato, you coming to Gautrain this after work?"
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27631234567.
social,Howzit? Meeting at your place this during lunch? Let me know. Themba
social,"Got plans for this weekend? Join us at Gautrain. Cheers, Lerato"
ham,Important: Stellenbosch class cancellations on next Friday. Check emails.
ham,Important: UKZN class cancellations on 31 May. Check emails.
social,"Got plans for this weekend? Join us at your place. Cheers, Themba"
ham,UNISA reminder: Your tutorial is scheduled for end of month. Check your student portal.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27631234567 for pricing.
promotional,Don't miss out! Checkers has a BOGO deal at Polokwane until 31 May.
promotional,Save big at Woolworths Soweto. special ends end of month.
promotional,Save big at Vodacom Cape Town. weekend ends next Friday.
promotional,This weekend only: limited-time at Vodacom stores near Pretoria.
ham,Wits: Fee payment deadline is tomorrow. Please pay promptly.
spam,Immediate action required: Forex Profits waiting. Text YES to +27600012345.
ham,Don't forget your res meeting at UJ on tomorrow. All the best!
promotional,This weekend only: limited-time at Capitec stores near Durban.
promotional,Don't miss out! Capitec has a special deal at Pretoria until today.
social,"Yo Tasha, you coming to Menlyn this on Heritage Day?"
spam,Immediate action required: Free Bursary waiting. Text YES to +27765432100.
promotional,Save big at Checkers Polokwane. weekend ends this weekend.
ham,UNISA reminder: Your tutorial is scheduled for this weekend. Check your student portal.
promotional,Exclusive offer from Shoprite: BOGO available now in Cape Town!
promotional,This weekend only: limited-time at Woolworths stores near Cape Town.
social,"Yo Tasha, you coming to Nandos this this weekend?"
social,"Got plans for after work? Join us at Nandos. Cheers, Zinhle"
ham,Don't forget your tutorial at UP on today. All the best!
spam,Exclusive Forex Profits offer for you. Act fast! Call +27765432100 now.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27631234567 for pricing.
promotional,Exclusive offer from Woolworths: BOGO available now in Polokwane!
promotional,Save big at Shoprite Soweto. special ends today.
ham,NWU reminder: Your fee deadline is scheduled for next Friday. Check your student portal.
spam,Immediate action required: NSFAS Grant waiting. Text YES to +27631234567.
social,Miss you! Let's link up this weekend near Menlyn. Lerato
promotional,This weekend only: limited-time at Vodacom stores near Sandton.
ham,Don't forget your exam at UNISA on this weekend. All the best!
social,Hey! Let's catch up on Heritage Day at UJ Library. Been too long! Zinhle
promotional,Save big at Capitec Pretoria. special ends end of month.
social,"Got plans for this weekend? Join us at your place. Cheers, Sipho"
promotional,Save big at Capitec Polokwane. weekend ends this weekend.
social,Howzit? Meeting at Nandos this this Saturday? Let me know. Themba
social,Howzit? Meeting at Menlyn this after work? Let me know. Lerato
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27600012345.
ham,UP reminder: Your fee deadline is scheduled for end of month. Check your student portal.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27631234567 for pricing.
social,"Got plans for this Saturday? Join us at UJ Library. Cheers, Sipho"
social,"Yo Themba, you coming to Gautrain this on Heritage Day?"
ham,Rhodes reminder: Your tutorial is scheduled for next Friday. Check your student portal.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27831234567.
promotional,This weekend only: special at Capitec stores near Sandton.
social,"Got plans for this weekend? Join us at UJ Library. Cheers, Zinhle"
ham,Don't forget your tutorial at UJ on next Friday. All the best!
social,"Got plans for after work? Join us at UJ Library. Cheers, Lerato"
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27765432100.
spam,URGENT: Claim your NSFAS Grant now! Reply YES or call +27791234567. RICA rules apply.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27600012345.
spam,Exclusive SARS Refund offer for you. Act fast! Call +27765432100 now.
promotional,This weekend only: 50% off at Shoprite stores near Soweto.
social,"Got plans for this weekend? Join us at UJ Library. Cheers, Themba"
ham,Campus update from NWU: class changes for next Friday. Stay informed.
ham,UP reminder: Your class is scheduled for tomorrow. Check your student portal.
social,Howzit? Meeting at Gold Reef this during lunch? Let me know. Sipho
ham,NWU reminder: Your tutorial is scheduled for this weekend. Check your student portal.
social,Hey! Let's catch up during lunch at Gold Reef. Been too long! Themba
ham,UJ reminder: Your assignment is scheduled for tomorrow. Check your student portal.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27600012345.
promotional,Shop now at Shoprite Durban for limited-time till this weekend!
spam,Don't miss out on Free Bursary. Call +27631234567 to secure funds today.
spam,URGENT: Claim your SARS Refund now! Reply YES or call +27765432100. RICA rules apply.
promotional,Exclusive offer from Vodacom: BOGO available now in Durban!
promotional,Save big at Woolworths Sandton. BOGO ends tomorrow.
social,"Got plans for during lunch? Join us at Menlyn. Cheers, Sipho"
spam,URGENT: Claim your NSFAS Grant now! Reply YES or call +27600012345. RICA rules apply.
social,Miss you! Let's link up during lunch near your place. Tasha
social,"Yo Tasha, you coming to your place this this Saturday?"
ham,UJ: Fee payment deadline is end of month. Please pay promptly.
social,"Got plans for this Saturday? Join us at Menlyn. Cheers, Zinhle"
ham,Don't forget your exam at UCT on today. All the best!
ham,UJ: Fee payment deadline is today. Please pay promptly.
promotional,This weekend only: 50% off at Woolworths stores near Sandton.
promotional,Shop now at Checkers Sandton for weekend till today!
promotional,Don't miss out! Checkers has a back-to-school deal at Polokwane until 31 May.
promotional,Shop now at Shoprite Sandton for BOGO till this weekend!
social,"Got plans for this weekend? Join us at Nandos. Cheers, Zinhle"
social,"Yo Zinhle, you coming to Gold Reef this this weekend?"
spam,URGENT: Claim your NSFAS Grant now! Reply YES or call +27831234567. RICA rules apply.
ham,UCT reminder: Your fee deadline is scheduled for this weekend. Check your student portal.
social,"Got plans for after work? Join us at your place. Cheers, Sipho"
promotional,Shop now at Checkers Polokwane for BOGO till tomorrow!
promotional,Shop now at Vodacom Sandton for 50% off till 31 May!
promotional,Save big at MTN Sandton. back-to-school ends this weekend.
promotional,Shop now at Woolworths Soweto for limited-time till next Friday!
social,"Yo Lerato, you coming to Menlyn this this Saturday?"
spam,URGENT: Claim your Free Bursary now! Reply YES or call +27600012345. RICA rules apply.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27631234567.
promotional,Shop now at MTN Polokwane for limited-time till today!
ham,Don't forget your res meeting at Stellenbosch on 31 May. All the best!
social,Hey! Let's catch up after work at Menlyn. Been too long! Themba
spam,Exclusive Forex Profits offer for you. Act fast! Call +27831234567 now.
social,"Got plans for this weekend? Join us at UJ Library. Cheers, Tasha"
spam,URGENT: Claim your Free Bursary now! Reply YES or call +27831234567. RICA rules apply.
promotional,Shop now at Vodacom Polokwane for 50% off till this weekend!
promotional,Exclusive offer from Woolworths: back-to-school available now in Cape Town!
social,Miss you! Let's link up after work near Gautrain. Zinhle
social,Howzit? Meeting at Gautrain this on Heritage Day? Let me know. Themba
promotional,This weekend only: weekend at Woolworths stores near Sandton.
ham,Don't forget your exam at Stellenbosch on today. All the best!
social,"Got plans for this weekend? Join us at Gautrain. Cheers, Sipho"
social,"Got plans for during lunch? Join us at UJ Library. Cheers, Themba"
spam,Exclusive Free Bursary offer for you. Act fast! Call +27831234567 now.
ham,Don't forget your tutorial at UJ on end of month. All the best!
spam,Immediate action required: NSFAS Grant waiting. Text YES to +27791234567.
promotional,Exclusive offer from Checkers: limited-time available now in Cape Town!
ham,Campus update from UKZN: fee deadline changes for end of month. Stay informed.
social,Hey! Let's catch up this Saturday at UJ Library. Been too long! Tasha
spam,URGENT: Claim your Free Bursary now! Reply YES or call +27831234567. RICA rules apply.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27631234567.
ham,UP: Fee payment deadline is next Friday. Please pay promptly.
promotional,Shop now at Woolworths Pretoria for BOGO till tomorrow!
ham,Don't forget your res meeting at UCT on next Friday. All the best!
spam,Exclusive Forex Profits offer for you. Act fast! Call +27631234567 now.
ham,Important: UKZN class cancellations on next Friday. Check emails.
promotional,Exclusive offer from Checkers: special available now in Soweto!
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27765432100.
promotional,Shop now at Woolworths Pretoria for 50% off till tomorrow!
social,"Got plans for this weekend? Join us at Gautrain. Cheers, Sipho"
social,Howzit? Meeting at Nandos this after work? Let me know. Tasha
social,Miss you! Let's link up this Saturday near UJ Library. Lerato
ham,Wits: Fee payment deadline is this weekend. Please pay promptly.
social,Hey! Let's catch up this Saturday at Gold Reef. Been too long! Sipho
promotional,Exclusive offer from Pick n Pay: back-to-school available now in Pretoria!
social,"Yo Sipho, you coming to UJ Library this this Saturday?"
promotional,Save big at Checkers Sandton. back-to-school ends 31 May.
ham,Wits: Fee payment deadline is this weekend. Please pay promptly.
promotional,This weekend only: 50% off at Checkers stores near Pretoria.
social,"Yo Lerato, you coming to UJ Library this during lunch?"
promotional,This weekend only: limited-time at Vodacom stores near Cape Town.
ham,Don't forget your class at UJ on 31 May. All the best!
social,Howzit? Meeting at Gautrain this on Heritage Day? Let me know. Tasha
promotional,Save big at Pick n Pay Pretoria. 50% off ends next Friday.
promotional,This weekend only: weekend at Vodacom stores near Cape Town.
promotional,Don't miss out! Vodacom has a weekend deal at Soweto until end of month.
social,"Yo Zinhle, you coming to Gold Reef this during lunch?"
spam,Immediate action required: SARS Refund waiting. Text YES to +27831234567.
spam,URGENT: Claim your NSFAS Grant now! Reply YES or call +27765432100. RICA rules apply.
social,Hey! Let's catch up this weekend at Menlyn. Been too long! Lerato
social,Miss you! Let's link up during lunch near Gautrain. Tasha
promotional,Don't miss out! Pick n Pay has a weekend deal at Soweto until next Friday.
spam,Immediate action required: Free Bursary waiting. Text YES to +27600012345.
ham,UP: Fee payment deadline is today. Please pay promptly.
spam,Congrats! You've won a Forex Profits. Contact +27831234567 to claim your prize.
promotional,Don't miss out! MTN has a 50% off deal at Cape Town until this weekend.
social,"Got plans for this weekend? Join us at Gautrain. Cheers, Zinhle"
social,"Yo Lerato, you coming to UJ Library this this weekend?"
promotional,This weekend only: limited-time at Vodacom stores near Sandton.
promotional,This weekend only: 50% off at Vodacom stores near Durban.
promotional,Save big at MTN Polokwane. limited-time ends end of month.
social,"Yo Sipho, you coming to UJ Library this this Saturday?"
social,"Got plans for this weekend? Join us at Nandos. Cheers, Tasha"
social,Hey! Let's catch up after work at Nandos. Been too long! Tasha
promotional,Don't miss out! Capitec has a weekend deal at Pretoria until tomorrow.
spam,Exclusive Free Bursary offer for you. Act fast! Call +27831234567 now.
ham,Campus update from Stellenbosch: tutorial changes for this weekend. Stay informed.
promotional,Shop now at Shoprite Polokwane for 50% off till next Friday!
social,"Yo Sipho, you coming to Nandos this on Heritage Day?"
social,"Yo Themba, you coming to Menlyn this after work?"
promotional,This weekend only: special at Pick n Pay stores near Polokwane.
social,Howzit? Meeting at Gold Reef this this weekend? Let me know. Lerato
spam,Don't miss out on Free Bursary. Call +27765432100 to secure funds today.
spam,Exclusive Forex Profits offer for you. Act fast! Call +27831234567 now.
social,Howzit? Meeting at UJ Library this on Heritage Day? Let me know. Zinhle
promotional,Shop now at Shoprite Soweto for special till next Friday!
social,Miss you! Let's link up during lunch near Nandos. Themba
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27765432100.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27631234567.
social,Miss you! Let's link up during lunch near your place. Themba
social,Hey! Let's catch up this Saturday at Nandos. Been too long! Sipho
social,"Got plans for this weekend? Join us at Nandos. Cheers, Tasha"
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27791234567.
social,Howzit? Meeting at Menlyn this this Saturday? Let me know. Lerato
social,Howzit? Meeting at your place this this Saturday? Let me know. Zinhle
ham,UP reminder: Your exam is scheduled for this weekend. Check your student portal.
promotional,Don't miss out! Checkers has a BOGO deal at Pretoria until tomorrow.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27791234567.
social,"Yo Zinhle, you coming to UJ Library this after work?"
promotional,Exclusive offer from Woolworths: 50% off available now in Soweto!
social,"Yo Zinhle, you coming to your place this this Saturday?"
ham,Campus update from UNISA: class changes for today. Stay informed.
promotional,This weekend only: limited-time at Pick n Pay stores near Durban.
spam,Don't miss out on Forex Profits. Call +27831234567 to secure funds today.
promotional,Exclusive offer from Shoprite: back-to-school available now in Polokwane!
ham,Important: UJ class cancellations on next Friday. Check emails.
ham,UCT: Fee payment deadline is end of month. Please pay promptly.
ham,Campus update from UP: res meeting changes for tomorrow. Stay informed.
social,Miss you! Let's link up this weekend near Nandos. Zinhle
spam,Don't miss out on Forex Profits. Call +27831234567 to secure funds today.
social,"Yo Themba, you coming to your place this after work?"
spam,Don't miss out on NSFAS Grant. Call +27791234567 to secure funds today.
social,"Got plans for after work? Join us at your place. Cheers, Lerato"
ham,Wits: Fee payment deadline is today. Please pay promptly.
social,Hey! Let's catch up on Heritage Day at Menlyn. Been too long! Sipho
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27631234567.
social,"Yo Lerato, you coming to Menlyn this during lunch?"
promotional,Save big at MTN Soweto. weekend ends end of month.
social,Miss you! Let's link up on Heritage Day near Nandos. Lerato
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27600012345.
spam,URGENT: Claim your Free Bursary now! Reply YES or call +27631234567. RICA rules apply.
ham,Don't forget your class at UNISA on today. All the best!
spam,URGENT: Claim your Forex Profits now! Reply YES or call +27831234567. RICA rules apply.
ham,Campus update from Stellenbosch: res meeting changes for 31 May. Stay informed.
social,Howzit? Meeting at Nandos this after work? Let me know. Sipho
promotional,Don't miss out! Shoprite has a back-to-school deal at Pretoria until tomorrow.
promotional,This weekend only: weekend at Capitec stores near Soweto.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27631234567 for pricing.
social,Miss you! Let's link up during lunch near UJ Library. Sipho
promotional,Save big at Woolworths Pretoria. special ends today.
social,"Yo Zinhle, you coming to your place this this Saturday?"
social,Howzit? Meeting at your place this during lunch? Let me know. Lerato
social,"Yo Zinhle, you coming to Menlyn this this weekend?"
promotional,Don't miss out! Vodacom has a limited-time deal at Polokwane until 31 May.
promotional,This weekend only: 50% off at Pick n Pay stores near Soweto.
promotional,Shop now at Checkers Soweto for weekend till next Friday!
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27631234567.
promotional,Exclusive offer from MTN: 50% off available now in Durban!
social,Miss you! Let's link up on Heritage Day near your place. Sipho
social,"Got plans for during lunch? Join us at Nandos. Cheers, Lerato"
promotional,Save big at MTN Polokwane. BOGO ends today.
social,"Got plans for after work? Join us at UJ Library. Cheers, Tasha"
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27600012345.
social,Miss you! Let's link up this weekend near your place. Zinhle
ham,UNISA reminder: Your tutorial is scheduled for next Friday. Check your student portal.
promotional,Save big at Pick n Pay Polokwane. BOGO ends today.
ham,Campus update from UNISA: fee deadline changes for next Friday. Stay informed.
social,"Yo Zinhle, you coming to Nandos this after work?"
social,Hey! Let's catch up on Heritage Day at your place. Been too long! Lerato
social,Hey! Let's catch up during lunch at Gautrain. Been too long! Lerato
social,Hey! Let's catch up this Saturday at Gold Reef. Been too long! Tasha
ham,Don't forget your fee deadline at Stellenbosch on next Friday. All the best!
promotional,Don't miss out! MTN has a special deal at Cape Town until today.
spam,URGENT: Claim your Free Bursary now! Reply YES or call +27600012345. RICA rules apply.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27631234567.
social,"Got plans for this Saturday? Join us at Menlyn. Cheers, Zinhle"
spam,Immediate action required: Free Bursary waiting. Text YES to +27791234567.
social,"Got plans for during lunch? Join us at your place. Cheers, Tasha"
spam,Exclusive Forex Profits offer for you. Act fast! Call +27631234567 now.
promotional,Don't miss out! MTN has a 50% off deal at Sandton until end of month.
promotional,Shop now at Shoprite Cape Town for special till today!
ham,Don't forget your fee deadline at Rhodes on tomorrow. All the best!
promotional,This weekend only: limited-time at Capitec stores near Polokwane.
ham,Important: NWU class cancellations on 31 May. Check emails.
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27631234567 now.
promotional,Exclusive offer from Checkers: back-to-school available now in Soweto!
promotional,Exclusive offer from Woolworths: limited-time available now in Cape Town!
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27791234567.
social,"Got plans for after work? Join us at Gautrain. Cheers, Themba"
social,Hey! Let's catch up this Saturday at Nandos. Been too long! Lerato
ham,Don't forget your tutorial at UNISA on today. All the best!
social,"Yo Lerato, you coming to Gold Reef this during lunch?"
ham,Campus update from Rhodes: class changes for end of month. Stay informed.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27831234567.
ham,Rhodes: Fee payment deadline is today. Please pay promptly.
social,"Got plans for during lunch? Join us at your place. Cheers, Lerato"
promotional,Save big at Vodacom Cape Town. BOGO ends end of month.
promotional,Save big at Capitec Sandton. BOGO ends tomorrow.
social,Howzit? Meeting at your place this on Heritage Day? Let me know. Themba
social,"Yo Themba, you coming to Menlyn this on Heritage Day?"
promotional,Save big at Capitec Pretoria. 50% off ends today.
ham,Campus update from UKZN: class changes for this weekend. Stay informed.
social,"Got plans for this Saturday? Join us at Nandos. Cheers, Zinhle"
social,"Yo Sipho, you coming to your place this after work?"
social,"Yo Sipho, you coming to UJ Library this this weekend?"
social,Hey! Let's catch up during lunch at Gautrain. Been too long! Sipho
spam,Exclusive SARS Refund offer for you. Act fast! Call +27831234567 now.
social,Miss you! Let's link up after work near Gautrain. Zinhle
promotional,This weekend only: special at Capitec stores near Pretoria.
ham,Important: UP class cancellations on this weekend. Check emails.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27600012345.
ham,Important: UJ class cancellations on end of month. Check emails.
promotional,This weekend only: weekend at MTN stores near Cape Town.
promotional,Don't miss out! Shoprite has a weekend deal at Sandton until 31 May.
social,Hey! Let's catch up this Saturday at Gautrain. Been too long! Tasha
social,"Got plans for this weekend? Join us at Gold Reef. Cheers, Themba"
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27631234567.
spam,Immediate action required: NSFAS Grant waiting. Text YES to +27631234567.
promotional,Don't miss out! Checkers has a back-to-school deal at Durban until tomorrow.
ham,Stellenbosch: Fee payment deadline is tomorrow. Please pay promptly.
promotional,This weekend only: special at MTN stores near Durban.
ham,UJ reminder: Your res meeting is scheduled for end of month. Check your student portal.
social,Howzit? Meeting at Nandos this on Heritage Day? Let me know. Zinhle
social,Howzit? Meeting at Menlyn this after work? Let me know. Lerato
ham,Important: NWU class cancellations on this weekend. Check emails.
promotional,Shop now at Shoprite Soweto for 50% off till this weekend!
ham,UJ reminder: Your exam is scheduled for next Friday. Check your student portal.
social,Hey! Let's catch up during lunch at your place. Been too long! Lerato
social,"Got plans for after work? Join us at Menlyn. Cheers, Tasha"
social,Miss you! Let's link up this weekend near your place. Themba
promotional,Don't miss out! Shoprite has a back-to-school deal at Cape Town until this weekend.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27831234567.
spam,URGENT: Claim your NSFAS Grant now! Reply YES or call +27831234567. RICA rules apply.
ham,NWU: Fee payment deadline is tomorrow. Please pay promptly.
social,"Yo Zinhle, you coming to UJ Library this after work?"
ham,UCT: Fee payment deadline is end of month. Please pay promptly.
promotional,Exclusive offer from Pick n Pay: BOGO available now in Soweto!
social,Miss you! Let's link up after work near your place. Lerato
ham,UKZN reminder: Your exam is scheduled for today. Check your student portal.
promotional,Save big at Shoprite Cape Town. special ends end of month.
ham,Rhodes: Fee payment deadline is 31 May. Please pay promptly.
social,Howzit? Meeting at Menlyn this after work? Let me know. Sipho
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27791234567 for pricing.
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27765432100.
social,Howzit? Meeting at Gold Reef this during lunch? Let me know. Sipho
social,Hey! Let's catch up after work at your place. Been too long! Zinhle
promotional,This weekend only: special at Checkers stores near Sandton.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27765432100.
ham,Wits reminder: Your tutorial is scheduled for this weekend. Check your student portal.
spam,Need help with assignments? I’ll send you solutions for a small fee. WhatsApp me at +27631234567.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27765432100.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27600012345 for pricing.
promotional,Exclusive offer from MTN: 50% off available now in Soweto!
ham,Important: NWU class cancellations on tomorrow. Check emails.
promotional,Exclusive offer from Vodacom: back-to-school available now in Durban!
social,"Yo Themba, you coming to Gold Reef this on Heritage Day?"
ham,Important: Stellenbosch class cancellations on today. Check emails.
ham,Important: UJ class cancellations on this weekend. Check emails.
social,"Yo Zinhle, you coming to Nandos this during lunch?"
promotional,Don't miss out! Pick n Pay has a limited-time deal at Pretoria until end of month.
promotional,Exclusive offer from MTN: limited-time available now in Durban!
promotional,Shop now at Woolworths Soweto for back-to-school till this weekend!
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27791234567 for pricing.
promotional,Exclusive offer from Shoprite: special available now in Sandton!
social,"Got plans for during lunch? Join us at Nandos. Cheers, Lerato"
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27631234567 for pricing.
social,"Yo Themba, you coming to UJ Library this this weekend?"
ham,UKZN: Fee payment deadline is tomorrow. Please pay promptly.
promotional,Exclusive offer from Capitec: weekend available now in Polokwane!
spam,URGENT: Claim your SARS Refund now! Reply YES or call +27765432100. RICA rules apply.
ham,Campus update from UP: assignment changes for this weekend. Stay informed.
spam,Exclusive SARS Refund offer for you. Act fast! Call +27631234567 now.
social,"Got plans for this Saturday? Join us at UJ Library. Cheers, Zinhle"
promotional,Save big at Capitec Soweto. special ends 31 May.
spam,Guaranteed exam help! Send your module code and we’ll sort you out. Msg +27765432100 now.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27791234567.
spam,URGENT: Claim your Forex Profits now! Reply YES or call +27600012345. RICA rules apply.
promotional,This weekend only: weekend at Woolworths stores near Sandton.
social,Miss you! Let's link up this weekend near Gautrain. Sipho
promotional,Exclusive offer from Shoprite: BOGO available now in Soweto!
social,Howzit? Meeting at your place this this Saturday? Let me know. Themba
promotional,Exclusive offer from MTN: special available now in Durban!
spam,Don't miss out on SARS Refund. Call +27600012345 to secure funds today.
social,Hey! Let's catch up this weekend at Gold Reef. Been too long! Sipho
spam,Exclusive NSFAS Grant offer for you. Act fast! Call +27791234567 now.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27600012345.
promotional,Save big at Checkers Durban. BOGO ends next Friday.
social,Hey! Let's catch up this Saturday at Gold Reef. Been too long! Themba
spam,Exam stress? Get the answers in advance! Affordable & reliable. DM me on WhatsApp +27631234567.
social,"Yo Lerato, you coming to Menlyn this this weekend?"
ham,Don't forget your res meeting at NWU on 31 May. All the best!
social,Howzit? Meeting at Menlyn this after work? Let me know. Tasha
promotional,Exclusive offer from Woolworths: weekend available now in Cape Town!
spam,URGENT: Claim your SARS Refund now! Reply YES or call +27765432100. RICA rules apply.
promotional,This weekend only: limited-time at Capitec stores near Durban.
ham,Campus update from Rhodes: exam changes for 31 May. Stay informed.
ham,Wits reminder: Your class is scheduled for today. Check your student portal.
ham,Campus update from UJ: assignment changes for tomorrow. Stay informed.
social,"Got plans for this Saturday? Join us at Menlyn. Cheers, Themba"
social,"Got plans for on Heritage Day? Join us at Nandos. Cheers, Sipho"
social,Howzit? Meeting at your place this after work? Let me know. Zinhle
ham,Campus update from UJ: fee deadline changes for tomorrow. Stay informed.
promotional,Exclusive offer from Woolworths: BOGO available now in Soweto!
social,Miss you! Let's link up after work near Menlyn. Zinhle
ham,Campus update from UJ: fee deadline changes for tomorrow. Stay informed.
spam,Assignment due? Let me handle it for you. Rates from R50. WhatsApp +27600012345.
social,Miss you! Let's link up after work near your place. Zinhle
promotional,Don't miss out! MTN has a limited-time deal at Soweto until next Friday.
social,Miss you! Let's link up after work near Menlyn. Zinhle
social,Hey! Let's catch up during lunch at Gold Reef. Been too long! Sipho
promotional,Save big at Pick n Pay Pretoria. 50% off ends tomorrow.
promotional,Exclusive offer from Capitec: limited-time available now in Pretoria!
spam,Congrats! You've won a Forex Profits. Contact +27765432100 to claim your prize.
social,"Yo Tasha, you coming to Menlyn this during lunch?"
promotional,This weekend only: back-to-school at MTN stores near Cape Town.
ham,Campus update from Wits: assignment changes for end of month. Stay informed.
promotional,Exclusive offer from Pick n Pay: limited-time available now in Durban!
promotional,Exclusive offer from Pick n Pay: limited-time available now in Pretoria!
social,"Got plans for this Saturday? Join us at UJ Library. Cheers, Themba"
spam,Immediate action required: SARS Refund waiting. Text YES to +27631234567.
social,"Got plans for this weekend? Join us at Gold Reef. Cheers, Tasha"
ham,Rhodes: Fee payment deadline is end of month. Please pay promptly.
social,Miss you! Let's link up this weekend near Menlyn. Themba
ham,Campus update from Stellenbosch: class changes for 31 May. Stay informed.
social,"Got plans for after work? Join us at UJ Library. Cheers, Sipho"
social,"Got plans for on Heritage Day? Join us at Nandos. Cheers, Themba"
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27831234567 for pricing.
social,Miss you! Let's link up during lunch near your place. Lerato
social,Howzit? Meeting at Gold Reef this after work? Let me know. Zinhle
social,"Got plans for during lunch? Join us at UJ Library. Cheers, Themba"
ham,Campus update from Stellenbosch: tutorial changes for today. Stay informed.
spam,Don't miss out on Free Bursary. Call +27600012345 to secure funds today.
social,Miss you! Let's link up after work near Nandos. Sipho
social,"Got plans for on Heritage Day? Join us at UJ Library. Cheers, Lerato"
social,Miss you! Let's link up during lunch near your place. Themba
promotional,Save big at Capitec Soweto. weekend ends tomorrow.
social,Miss you! Let's link up after work near UJ Library. Sipho
promotional,Save big at Shoprite Sandton. special ends end of month.
spam,Ace your UNISA modules! Assignments and past paper answers available. Msg +27600012345 for pricing.
promotional,Shop now at Vodacom Pretoria for limited-time till today!
social,Hey! Let's catch up this Saturday at UJ Library. Been too long! Lerato
social,Hey! Let's catch up this Saturday at Menlyn. Been too long! Lerato
promotional,Exclusive offer from Checkers: back-to-school available now in Polokwane!
social,Howzit? Meeting at Nandos this on Heritage Day? Let me know. Sipho
social,"Got plans for this Saturday? Join us at Nandos. Cheers, Zinhle"
promotional,This weekend only: weekend at Checkers stores near Soweto.
social,"Yo Lerato, you coming to Gautrain this after work?"
social,Hey! Let's catch up this Saturday at your place. Been too long! Tasha
